SpellId,SpellXSpellVisualId
8422,238483
2661,238484
2812,238488
2656,238489
1822,238493
2155,238495
1750,238502
1751,238503
1833,238504
2667,238507
1953,238512
1857,238515
2329,238516
3396,238520
3397,238521
3742,238524
3856,238525
3922,238532
3923,238533
3924,238534
3925,238535
3926,238536
3398,238540
3655,238541
3631,238543
3650,238544
3659,238548
3256,238549
3220,238551
3221,238552
3222,238553
3715,238555
3177,238557
3389,238560
3714,238562
3841,238563
3842,238564
3223,238568
4165,238570
4166,238571
3930,238575
3700,238577
3150,238583
4511,238585
3826,238587
3158,238588
3870,238589
3602,238593
3603,238594
3962,238595
3321,238596
3660,238597
3868,238598
3869,238599
3843,238600
3844,238601
3635,238603
3636,238604
3672,238606
3673,238607
3229,238608
4149,238609
4150,238610
3385,238611
3409,238619
3400,238621
3322,238622
4221,238625
3465,238626
3477,238631
3026,238633
14539,238634
3627,238635
3839,238636
3698,238640
1991,238642
2882,238643
3424,238653
3840,238654
3845,238656
3637,238657
1831,238661
3054,238664
9268,238665
9269,238666
9271,238669
3847,238670
3848,238671
3849,238672
3850,238673
3219,238674
3979,238676
2280,238680
3561,238685
3921,238687
3188,238690
3911,238691
3773,238692
3453,238693
3151,238696
14533,238697
3157,238698
3871,238699
3485,238701
3606,238703
3607,238704
3393,238705
4153,238710
4154,238711
3173,238712
3247,238713
3248,238714
3252,238715
3618,238716
4147,238718
4148,238719
3390,238720
3447,238721
3448,238722
4159,238723
3174,238730
3662,238731
3242,238734
3912,238735
3159,238736
3160,238737
3651,238739
3615,238742
3472,238743
3466,238744
4209,238746
3667,238747
3866,238748
3913,238749
3827,238750
3611,238751
3666,238753
3670,238754
3914,238755
3915,238756
3149,238758
9492,238759
3609,238760
26027,238761
3275,238768
3276,238769
3277,238770
3278,238771
3279,238772
4238,238775
4239,238776
3449,238778
3450,238779
3604,238780
3657,238781
3658,238782
3427,238783
3428,238784
3204,238785
3205,238786
3206,238787
3207,238788
4164,238790
3175,238791
3176,238792
3443,238793
3446,238794
3928,238795
3929,238796
3605,238797
3644,238798
3648,238799
3429,238802
28760,238803
3166,238804
4240,238810
4241,238811
3442,238813
3652,238814
3451,238817
3452,238818
3172,238819
3399,238820
2737,238831
2738,238832
2739,238833
2740,238834
3506,238839
3288,238840
3292,238841
3562,238843
3563,238844
3511,238845
3972,238846
3756,238847
3599,238848
3600,238849
3812,238850
3813,238851
3293,238860
3857,238863
3858,238864
3334,238865
3308,238866
3527,238872
3864,238875
3865,238876
3965,238882
3966,238883
3859,238884
3860,238885
3861,238886
3947,238889
3949,238890
3937,238892
3952,238894
3953,238895
3954,238896
3110,238900
3111,238901
3510,238906
2741,238907
3950,238908
3323,238910
28770,238912
3411,238920
3167,238922
3112,238923
3169,238925
3170,238926
3171,238927
3674,238928
3240,238929
3971,238933
3330,238934
3331,238935
3304,238941
3967,238944
3968,238945
3969,238946
3113,238947
3114,238948
3148,238949
26035,238950
3370,238951
3168,238952
3332,238953
3542,238954
3862,238955
3863,238956
3568,238957
3307,238958
3507,238962
3508,238963
3419,238964
3258,238967
3855,238968
3721,238970
3722,238971
3639,238972
3569,238973
3547,238974
3570,238979
3571,238980
3574,238981
3260,238984
3671,238985
3872,238987
3873,238988
3963,238991
3234,238992
3678,238994
2458,238995
3261,239001
3264,239002
3439,239003
3764,239007
3513,239008
3772,239009
3680,239010
3931,239012
9490,239013
3405,239019
2980,239021
3564,239022
3565,239023
3780,239025
3497,239026
3552,239027
3553,239028
3566,239030
3567,239031
3436,239036
3498,239040
3499,239041
3500,239042
3136,239044
3765,239045
3766,239046
3767,239047
3768,239048
3944,239049
3945,239050
3946,239051
3319,239052
3584,239055
3320,239058
3759,239066
3760,239067
3280,239068
3661,239077
3825,239078
3324,239079
3132,239080
3939,239082
3940,239083
3539,239084
3761,239085
3230,239086
3231,239087
3233,239088
3371,239089
3372,239090
3373,239091
3377,239092
3822,239093
3753,239100
3755,239101
3537,239102
3140,239104
3762,239105
3763,239106
3115,239107
3854,239110
3412,239111
3769,239113
3770,239114
3771,239115
3116,239119
3117,239120
2606,239121
3488,239123
3416,239126
2742,239128
3120,239134
3121,239135
3551,239139
3268,239140
3269,239141
3271,239142
3941,239149
3942,239150
3587,239157
3589,239158
3325,239161
3326,239162
3328,239163
3586,239164
4137,239166
26029,239167
4096,239171
4097,239172
5186,239179
5401,239189
5503,239190
4086,239195
4089,239196
4090,239197
4285,239198
4286,239199
4199,239200
4139,239201
4141,239202
4142,239203
4143,239204
4806,239209
5134,239210
4318,239212
4319,239213
5514,239215
4283,239217
4504,239224
4505,239225
4102,239226
4280,239227
5137,239234
4281,239241
4282,239242
4066,239245
3851,239246
4167,239247
3407,239248
3408,239249
3501,239250
5308,239253
4805,239254
4506,239256
9712,239257
4284,239258
4091,239266
3975,239267
3976,239268
3977,239269
3978,239270
5507,239271
5504,239276
5505,239277
5506,239278
4987,239290
5012,239307
4109,239309
4111,239310
4539,239311
4312,239314
5138,239315
5105,239319
4081,239323
4195,239325
5106,239327
5107,239328
5108,239329
5306,239335
5110,239336
4508,239343
5187,239345
5188,239346
4100,239348
5185,239375
4083,239379
4783,239384
4130,239390
4659,239392
4514,239393
3243,239394
4245,239395
4069,239397
4262,239403
4054,239411
4074,239412
4423,239416
4362,239419
3918,239420
3919,239421
4039,239423
3720,239424
4075,239425
4077,239426
4078,239427
4079,239428
4525,239430
4526,239431
3920,239432
4105,239444
6257,239448
4168,239449
4020,239453
4072,239455
4107,239459
4320,239466
4321,239467
4196,239473
5099,239475
4042,239479
4043,239480
4524,239483
4146,239484
3852,239485
3161,239486
3162,239487
3163,239488
3164,239490
4045,239493
5100,239497
5101,239498
3699,239506
4520,239507
4041,239510
4197,239511
4198,239512
4067,239516
4068,239517
4058,239521
4169,239526
4170,239527
4060,239534
4061,239535
4062,239536
4049,239550
4050,239551
4538,239552
4073,239553
3165,239554
4201,239555
4011,239558
4242,239559
4243,239560
4244,239561
4064,239581
4040,239590
4055,239591
4065,239592
4202,239596
4063,239597
3716,239598
3718,239600
3719,239601
4056,239602
4057,239603
5363,239617
5916,239620
5412,239624
5723,239625
4950,239628
4951,239629
5918,239632
5413,239635
5414,239636
5244,239637
5726,239638
5250,239639
6262,239641
6263,239642
4971,239643
5113,239644
5115,239645
5116,239646
5909,239649
5251,239654
5252,239655
5699,239660
5727,239667
5729,239671
4200,239675
5161,239678
5162,239679
6076,239683
5300,239690
5384,239692
8855,239696
5221,239697
6074,239698
6075,239699
5696,239701
5697,239702
5543,239704
5266,239711
5267,239712
5189,239714
6060,239715
5159,239716
5164,239717
5165,239718
5242,239721
4945,239724
5268,239725
5367,239726
5213,239731
5703,239738
5004,239739
6064,239740
5196,239741
6136,239748
4947,239752
4948,239753
4974,239755
6237,239759
6255,239762
6117,239763
4975,239768
4976,239769
5140,239770
14516,239771
6278,239776
4093,239778
4094,239779
5005,239789
25744,239790
4933,239791
5366,239801
6268,239802
6270,239803
5195,239806
5408,239807
5409,239808
4932,239810
5884,239816
5166,239817
5169,239819
5708,239831
5484,239834
5605,239836
5607,239838
6252,239839
6253,239840
6254,239841
6077,239843
6275,239845
5730,239846
8874,239849
4741,239850
5915,239852
8858,239853
5316,239854
5000,239857
5001,239858
25993,239859
8873,239860
4877,239862
5337,239863
5403,239866
5405,239867
5406,239870
5407,239871
8856,239872
4982,239876
4983,239877
4941,239879
14293,239880
9257,239882
5416,239883
9889,239885
4984,239889
4985,239890
4980,239891
4981,239892
4785,239894
6272,239896
6273,239897
6274,239898
4134,239901
4135,239902
4962,239909
5672,239911
4935,239915
5141,239916
5143,239917
5144,239918
5201,239921
5118,239922
5515,239924
5784,239926
6063,239929
4942,239934
4954,239937
4132,239939
4629,239942
4630,239943
4960,239951
4936,239956
4937,239957
5324,239959
5325,239960
8853,239961
9488,239962
5394,239965
4801,239968
5007,239972
31599,239974
5010,239975
4955,239976
9888,239977
4996,239979
4997,239980
5512,239981
5206,239988
5180,239993
5365,239994
5016,239995
5017,239996
5215,239999
5006,240002
4108,240004
4928,240006
4929,240007
4930,240008
4931,240009
5217,240012
4970,240013
9487,240020
8872,240021
4131,240022
5422,240026
14917,240028
5320,240033
5424,240034
5002,240035
5321,240037
5322,240038
5323,240039
9740,240041
5229,240042
4998,240044
4999,240045
5020,240046
5220,240047
5232,240050
4104,240057
5208,240058
9739,240059
5376,240061
5219,240062
5176,240063
5177,240064
5178,240065
5179,240066
4977,240071
4978,240072
4979,240073
5396,240076
4938,240078
4940,240079
5209,240080
5211,240082
6271,240085
6490,240088
7093,240091
5566,240098
5567,240099
6306,240100
6741,240104
6742,240105
26030,240106
6028,240111
6484,240117
6150,240118
6653,240120
6474,240121
6222,240123
7232,240128
6027,240131
5589,240132
6654,240136
6236,240139
5257,240140
6500,240143
6501,240144
5260,240145
5263,240146
6127,240147
5990,240150
7149,240155
6554,240157
6580,240160
5759,240168
5760,240169
7023,240175
5171,240176
6499,240178
5588,240183
6957,240186
7254,240187
7255,240188
7256,240189
7257,240190
7258,240191
6713,240193
6714,240194
6716,240195
7230,240198
6655,240199
7231,240200
6949,240201
5565,240208
6295,240211
6946,240212
6281,240213
6282,240214
6219,240217
5628,240222
6264,240223
6311,240226
6139,240231
6958,240234
6331,240235
6476,240237
6477,240238
6478,240239
6458,240243
6460,240245
6446,240249
5665,240250
6656,240251
6304,240259
6129,240261
6130,240262
6657,240264
6658,240265
6695,240267
6726,240276
5761,240279
7236,240280
7251,240283
7252,240284
7253,240285
6940,240289
6685,240293
6686,240294
7240,240300
6483,240303
6447,240304
9752,240305
6307,240306
5648,240311
6283,240313
6974,240316
6727,240318
6728,240319
6730,240320
6991,240323
6000,240324
5649,240325
6497,240326
7239,240327
7001,240328
7020,240329
8417,240330
8416,240331
5487,240332
6305,240334
5234,240348
5276,240353
5277,240354
6250,240365
6199,240367
6445,240369
5271,240372
5782,240378
5024,240380
5739,240382
5781,240384
6128,240390
9747,240391
5426,240395
6546,240401
6819,240402
6114,240403
6115,240404
5951,240410
6131,240411
6132,240412
9750,240415
6408,240416
7132,240417
5145,240420
5264,240427
5265,240428
6495,240430
4934,240436
5048,240437
6078,240441
5246,240443
5174,240448
5579,240453
6121,240456
6142,240465
5049,240474
4961,240476
6041,240482
7237,240485
6238,240488
6245,240493
6246,240494
6190,240495
5581,240498
7238,240499
5568,240500
6247,240504
6249,240505
6141,240509
6201,240511
5570,240512
5256,240515
6192,240516
6197,240518
5595,240524
6239,240528
6240,240529
6266,240531
6444,240533
6065,240539
5740,240540
5720,240546
6688,240550
6202,240552
5280,240555
6327,240561
6744,240562
6745,240563
6746,240564
6517,240565
6348,240566
6349,240567
6614,240568
7127,240569
6899,240570
6314,240572
7294,240575
7295,240576
6818,240583
5676,240584
5677,240585
6392,240586
6393,240587
6755,240588
7136,240591
6817,240592
7244,240594
7245,240595
7246,240596
6668,240602
7108,240604
9734,240606
6615,240607
6620,240609
6433,240612
6785,240613
6548,240615
6630,240626
6595,240627
7106,240628
6371,240629
6770,240630
6296,240635
6297,240636
6346,240637
6802,240638
6468,240639
6982,240640
8440,240641
6783,240642
7107,240643
7342,240644
7074,240645
7072,240646
7076,240647
7077,240648
7078,240649
6328,240653
6146,240655
6529,240656
6897,240657
6394,240658
6317,240659
6749,240660
7124,240661
7151,240663
10388,240664
6612,240665
6613,240666
6572,240667
6547,240669
6363,240672
8014,240673
8018,240674
8016,240675
6518,240677
7153,240680
7234,240681
9745,240682
6466,240684
6844,240685
6531,240686
6545,240689
6434,240690
6435,240691
6898,240693
6365,240694
6390,240695
5858,240696
9583,240697
6372,240699
7818,240702
7384,240703
6535,240705
6866,240706
6391,240708
6626,240709
6627,240710
7179,240711
7120,240713
7121,240714
12024,240716
7344,240717
6774,240718
6530,240720
6555,240722
7181,240726
6661,240729
6213,240732
7143,240733
6610,240734
7164,240735
6611,240736
7291,240738
6864,240740
7178,240743
7233,240745
7877,240746
9512,240747
7082,240752
12023,240753
6979,240755
6980,240756
5679,240758
5666,240759
7729,240761
7035,240763
7036,240764
7128,240765
7876,240766
6528,240767
7268,240768
7269,240769
6521,240773
7183,240774
24815,240775
5500,240776
91,240777
7216,240778
8433,240779
6280,240780
8439,240782
12039,240783
7270,240784
6760,240785
7057,240786
7067,240787
6576,240788
6316,240790
7079,240791
7083,240792
6756,240794
6757,240795
6758,240796
6759,240797
7081,240798
6527,240799
7137,240801
6395,240802
6767,240803
7068,240804
6552,240807
6768,240808
6789,240809
7878,240811
7879,240812
6315,240814
6544,240815
29463,240816
6751,240817
6753,240818
6754,240819
7301,240820
7069,240824
6743,240825
6364,240826
7241,240827
6524,240829
6903,240831
6902,240832
7247,240833
6700,240834
6234,240839
6235,240840
5810,240842
6487,240844
5614,240852
6703,240854
6704,240855
6705,240856
6205,240858
6719,240859
6443,240863
7267,240865
6905,240866
6907,240867
6298,240871
6358,240872
6359,240873
6951,240874
6465,240875
6942,240880
6945,240881
6965,240882
6223,240883
6538,240885
6539,240886
6233,240890
6016,240894
5809,240895
6143,240896
7974,240898
8495,240899
11921,240900
6405,240903
9733,240904
7084,240905
6671,240906
6672,240907
6673,240908
7259,240910
6717,240911
6144,240912
7159,240916
6777,240922
6778,240923
6780,240925
6409,240927
9576,240928
6647,240930
6648,240931
11939,240932
11994,240933
5021,240937
6909,240938
6910,240939
6711,240945
6650,240947
8552,240949
8553,240950
6803,240951
9735,240952
6805,240953
6950,240955
5615,240958
6913,240961
6761,240962
6762,240963
6469,240965
6724,240967
6343,240970
6217,240972
6509,240976
7223,240980
6345,240983
6229,240984
12042,240985
6512,240986
5675,240989
7224,240995
6355,240996
6357,240997
6178,240998
6795,240999
6513,241000
7125,241001
7126,241002
6333,241007
6286,241010
6984,241011
6873,241013
6894,241014
7147,241016
6896,241018
6537,241019
7250,241021
6332,241022
6350,241023
6351,241024
6352,241025
6353,241026
6354,241027
6725,241031
6215,241033
6690,241035
6692,241037
6693,241038
6366,241041
6360,241045
6362,241047
6766,241049
6793,241050
6507,241051
6375,241057
7165,241059
6334,241060
7099,241064
7101,241065
5862,241068
6377,241070
6809,241077
7122,241078
6869,241080
6870,241081
6677,241082
7300,241083
6664,241084
7098,241088
6813,241089
6814,241090
6816,241091
7133,241093
7135,241095
6702,241099
6960,241100
14517,241103
25743,241104
6954,241105
7235,241106
7145,241107
6798,241109
6800,241111
7940,241113
7487,241114
7978,241115
7914,241116
1006,241117
9744,241121
7430,241122
7624,241123
7629,241124
7922,241125
7321,241126
7488,241128
7489,241129
7793,241130
7421,241133
7961,241135
7962,241136
7776,241139
7648,241141
7328,241144
7745,241145
7933,241148
7934,241149
7935,241150
7992,241151
8359,241152
8360,241153
7641,241157
3387,241160
3388,241161
7364,241162
7643,241164
4316,241166
7870,241167
7967,241168
7968,241169
7969,241170
7972,241172
7973,241173
8414,241174
7786,241179
7952,241180
7953,241181
25999,241184
26000,241185
8415,241186
8418,241187
9736,241188
9743,241189
7923,241190
7804,241191
992,241192
7373,241194
7366,241195
7788,241196
28559,241197
7805,241198
7395,241199
7633,241201
7971,241202
7966,241203
8496,241204
3775,241206
8497,241208
8949,241210
6924,241211
6925,241212
7761,241213
8052,241214
8413,241215
5857,241218
5599,241219
6807,241221
8225,241222
8776,241224
8044,241225
7399,241226
7588,241229
8078,241231
8068,241234
8185,241235
26102,241236
7887,241237
7891,241238
26005,241239
7799,241240
7800,241241
7801,241242
7802,241243
8375,241244
8682,241245
8441,241246
8444,241247
8270,241248
8271,241249
7763,241250
8187,241254
7979,241256
7365,241257
8362,241258
25745,241260
25746,241261
7367,241262
7762,241263
7970,241264
8374,241265
7791,241266
8361,241267
26001,241268
7402,241269
1032,241271
7407,241272
7764,241273
7951,241274
8395,241276
8435,241277
8972,241278
7645,241280
8450,241282
8951,241283
7329,241286
8000,241288
8001,241289
7976,241290
7331,241291
7408,241292
8017,241298
7844,241299
7845,241300
6415,241302
7355,241304
7481,241305
7639,241308
11922,241309
7928,241310
7302,241311
6618,241312
7859,241315
8012,241317
7621,241320
7623,241322
7795,241325
7954,241326
7955,241327
28547,241328
8004,241332
8005,241333
7817,241336
7320,241337
6584,241339
8027,241340
8038,241341
12279,241343
7896,241345
7713,241348
7139,241349
7277,241350
7448,241351
7882,241354
7883,241355
7884,241356
7636,241359
7638,241360
3376,241362
168,241363
7926,241365
7927,241366
7885,241367
7736,241368
8010,241370
8955,241373
7841,241374
7732,241375
7733,241376
7734,241377
7483,241379
7484,241380
7140,241381
7863,241382
3263,241388
6624,241391
7748,241392
7144,241394
7394,241395
7104,241396
7673,241398
7220,241399
7420,241400
7620,241401
8024,241403
7867,241405
851,241406
6066,241407
6918,241408
6920,241409
7221,241410
6609,241411
8762,241413
7651,241415
7090,241416
7092,241417
7290,241419
7737,241420
6413,241421
6414,241422
1079,241424
8324,241428
8349,241429
7379,241430
7874,241431
7865,241433
28542,241435
6636,241437
7383,241440
6418,241441
6419,241442
7875,241443
7485,241444
7731,241447
7222,241448
7102,241449
7103,241450
6421,241451
6927,241453
7960,241454
7744,241455
7400,241456
7398,241457
7154,241458
7155,241459
6605,241460
7821,241461
7428,241464
7771,241466
8363,241467
8037,241469
7861,241470
7218,241472
7211,241473
7212,241474
6606,241476
6607,241477
7892,241479
7893,241480
7803,241482
6422,241483
7816,241486
6922,241488
6923,241489
7855,241490
7857,241492
6558,241495
7585,241496
7630,241497
5917,241499
7669,241503
7670,241504
8030,241505
7156,241508
7897,241509
4500,241510
7213,241514
6417,241516
10224,241518
9053,241519
8607,241521
8256,241524
7901,241525
7902,241526
9081,241529
8428,241533
8425,241534
8426,241535
8097,241536
8532,241538
8554,241539
8806,241540
8809,241542
2609,241544
8676,241546
8677,241547
8492,241548
8616,241549
8609,241551
8104,241552
8795,241553
8804,241554
8255,241555
8455,241559
8456,241560
8458,241561
8459,241562
8483,241564
9906,241566
8502,241567
8503,241568
8797,241570
706,241571
8461,241573
8788,241574
8789,241575
8512,241579
8438,241580
9493,241581
9199,241586
9200,241587
9172,241591
8129,241592
8282,241593
8629,241594
8242,241596
8243,241597
8245,241599
8063,241601
9176,241604
8832,241605
8913,241606
8105,241607
8076,241608
8596,241609
8598,241610
8462,241611
6533,241615
7739,241616
7949,241617
8106,241618
3757,241620
7880,241623
7881,241624
980,241625
7278,241626
8099,241627
9062,241630
9064,241632
8045,241634
8292,241635
434,241636
8631,241637
8437,241639
6634,241640
7141,241643
8285,241644
8281,241645
8674,241646
8299,241648
8269,241649
8286,241650
8893,241651
8232,241652
9552,241653
9097,241654
26007,241655
7454,241656
7457,241657
7160,241659
8075,241660
10054,241661
8235,241666
7656,241668
7657,241669
5785,241670
7828,241671
7829,241672
7975,241673
7586,241676
7279,241677
8419,241681
8138,241684
8140,241685
8141,241686
8142,241687
8895,241688
8293,241689
8834,241690
8338,241692
8339,241693
8632,241694
7289,241696
600,241697
7285,241698
14918,241699
8898,241701
8333,241702
8639,241703
8623,241704
10053,241705
8151,241706
1137,241709
7728,241710
6416,241713
8899,241714
8599,241715
945,241717
8034,241718
8326,241720
8160,241723
8646,241724
7587,241726
8033,241727
7288,241728
8510,241730
8511,241731
8768,241732
8118,241733
8119,241734
8716,241735
8070,241737
7753,241738
7754,241739
7755,241740
8342,241741
8346,241743
643,241744
7272,241745
6587,241746
8120,241747
8121,241748
8672,241750
8673,241751
8318,241752
8072,241753
8073,241754
8517,241759
6589,241763
8383,241764
8385,241765
8096,241766
9065,241768
8376,241769
8640,241771
26006,241773
8900,241774
8901,241775
8116,241776
8770,241779
6921,241780
7054,241781
8680,241783
8464,241785
7752,241788
8791,241791
8793,241792
7779,241794
8041,241797
8355,241799
8386,241800
8460,241801
8219,241802
8220,241803
8914,241808
